# Step	Time	mean_S	stderr_S	mean_I	stderr_I
5800	58.0000	994.420000	2.943072	5.580000	2.943072
5900	59.0000	994.040000	3.084278	5.960000	3.084278
6000	60.0000	993.900000	3.133082	6.100000	3.133082
6100	61.0000	994.080000	3.104428	5.920000	3.104428
6200	62.0000	994.100000	3.058398	5.900000	3.058398
6300	63.0000	993.260000	3.538114	6.740000	3.538114
6400	64.0000	992.940000	3.663377	7.060000	3.663377
6500	65.0000	993.360000	3.572647	6.640000	3.572647
6600	66.0000	992.980000	3.629930	7.020000	3.629930
6700	67.0000	993.400000	3.374493	6.600000	3.374493
6800	68.0000	992.740000	3.730717	7.260000	3.730717
6900	69.0000	993.300000	3.491389	6.700000	3.491389
7000	70.0000	992.980000	3.613474	7.020000	3.613474
7100	71.0000	992.880000	3.682460	7.120000	3.682460
7200	72.0000	993.200000	3.520000	6.800000	3.520000
7300	73.0000	993.040000	3.465021	6.960000	3.465021
7400	74.0000	992.720000	3.683047	7.280000	3.683047
7500	75.0000	992.440000	3.819022	7.560000	3.819022
7600	76.0000	992.220000	3.884460	7.780000	3.884460
7700	77.0000	992.520000	3.776055	7.480000	3.776055
7800	78.0000	993.060000	3.417649	6.940000	3.417649
7900	79.0000	992.440000	3.875271	7.560000	3.875271
8000	80.0000	992.620000	3.771354	7.380000	3.771354
8100	81.0000	992.500000	3.911342	7.500000	3.911342
8200	82.0000	993.480000	3.415639	6.520000	3.415639
8300	83.0000	993.500000	3.439448	6.500000	3.439448
8400	84.0000	993.340000	3.637539	6.660000	3.637539
8500	85.0000	993.340000	3.581129	6.660000	3.581129
8600	86.0000	992.880000	3.870260	7.120000	3.870260
8700	87.0000	993.120000	3.736377	6.880000	3.736377
8800	88.0000	993.020000	3.867763	6.980000	3.867763
8900	89.0000	993.100000	3.843878	6.900000	3.843878
9000	90.0000	992.880000	3.935646	7.120000	3.935646
9100	91.0000	992.740000	4.115319	7.260000	4.115319
9200	92.0000	992.400000	4.268114	7.600000	4.268114
9300	93.0000	992.000000	4.497644	8.000000	4.497644
9400	94.0000	992.080000	4.554017	7.920000	4.554017
9500	95.0000	992.000000	4.535901	8.000000	4.535901
9600	96.0000	992.660000	4.114424	7.340000	4.114424
9700	97.0000	993.300000	3.597805	6.700000	3.597805
9800	98.0000	993.980000	3.277376	6.020000	3.277376
9900	99.0000	993.760000	3.503320	6.240000	3.503320
10000	100.0000	993.860000	3.356190	6.140000	3.356190
10100	101.0000	993.520000	3.481292	6.480000	3.481292
10200	102.0000	993.580000	3.395066	6.420000	3.395066
10300	103.0000	993.680000	3.368257	6.320000	3.368257
10400	104.0000	993.080000	3.761047	6.920000	3.761047
10500	105.0000	992.760000	3.854925	7.240000	3.854925
10600	106.0000	992.720000	3.875362	7.280000	3.875362
10700	107.0000	992.040000	4.239336	7.960000	4.239336
10800	108.0000	992.180000	4.093184	7.820000	4.093184
10900	109.0000	992.080000	4.373817	7.920000	4.373817
11000	110.0000	991.860000	4.504665	8.140000	4.504665
11100	111.0000	992.520000	4.166940	7.480000	4.166940
11200	112.0000	992.320000	4.291241	7.680000	4.291241
11300	113.0000	992.200000	4.385978	7.800000	4.385978
11400	114.0000	992.700000	4.222630	7.300000	4.222630
11500	115.0000	991.980000	4.448504	8.020000	4.448504
11600	116.0000	992.440000	4.211713	7.560000	4.211713
11700	117.0000	991.400000	4.947565	8.600000	4.947565
11800	118.0000	990.900000	5.131881	9.100000	5.131881
11900	119.0000	991.200000	4.826510	8.800000	4.826510
12000	120.0000	992.340000	4.191955	7.660000	4.191955
12100	121.0000	991.940000	4.318649	8.060000	4.318649
12200	122.0000	992.280000	4.040499	7.720000	4.040499
12300	123.0000	991.660000	4.390409	8.340000	4.390409
12400	124.0000	991.240000	4.491286	8.760000	4.491286
12500	125.0000	991.140000	4.628175	8.860000	4.628175
12600	126.0000	990.980000	4.723430	9.020000	4.723430
12700	127.0000	991.200000	4.522212	8.800000	4.522212
12800	128.0000	990.580000	4.694089	9.420000	4.694089
12900	129.0000	990.460000	4.781147	9.540000	4.781147
13000	130.0000	991.600000	4.115240	8.400000	4.115240
13100	131.0000	991.800000	4.086661	8.200000	4.086661
13200	132.0000	990.860000	4.627225	9.140000	4.627225
13300	133.0000	991.220000	4.374132	8.780000	4.374132
13400	134.0000	990.140000	4.903958	9.860000	4.903958
13500	135.0000	990.320000	4.759701	9.680000	4.759701
13600	136.0000	989.580000	5.098164	10.420000	5.098164
13700	137.0000	989.980000	4.946230	10.020000	4.946230
13800	138.0000	989.860000	5.010550	10.140000	5.010550
13900	139.0000	989.660000	5.247675	10.340000	5.247675
14000	140.0000	989.400000	5.600643	10.600000	5.600643
14100	141.0000	988.620000	5.880469	11.380000	5.880469
14200	142.0000	988.540000	5.911292	11.460000	5.911292
14300	143.0000	988.420000	5.868294	11.580000	5.868294
14400	144.0000	988.960000	5.529843	11.040000	5.529843
14500	145.0000	989.240000	5.573405	10.760000	5.573405
14600	146.0000	988.700000	5.720857	11.300000	5.720857
14700	147.0000	988.340000	6.075301	11.660000	6.075301
14800	148.0000	988.260000	5.926403	11.740000	5.926403
14900	149.0000	988.820000	5.563430	11.180000	5.563430
15000	150.0000	987.920000	6.022680	12.080000	6.022680
15100	151.0000	987.500000	6.079424	12.500000	6.079424
15200	152.0000	987.120000	6.274497	12.880000	6.274497
15300	153.0000	986.960000	6.419530	13.040000	6.419530
15400	154.0000	987.400000	6.106259	12.600000	6.106259
15500	155.0000	987.340000	6.195263	12.660000	6.195263
15600	156.0000	987.020000	6.333182	12.980000	6.333182
15700	157.0000	986.440000	6.518537	13.560000	6.518537
15800	158.0000	985.860000	6.809053	14.140000	6.809053
15900	159.0000	986.600000	6.536299	13.400000	6.536299
16000	160.0000	986.820000	6.420697	13.180000	6.420697
16100	161.0000	986.800000	6.391494	13.200000	6.391494
16200	162.0000	987.260000	6.158234	12.740000	6.158234
16300	163.0000	987.920000	5.893240	12.080000	5.893240
16400	164.0000	986.960000	6.436643	13.040000	6.436643
16500	165.0000	986.760000	6.522120	13.240000	6.522120
16600	166.0000	987.640000	6.131868	12.360000	6.131868
16700	167.0000	988.340000	5.778346	11.660000	5.778346
16800	168.0000	987.560000	6.109806	12.440000	6.109806
16900	169.0000	988.140000	5.746443	11.860000	5.746443
17000	170.0000	988.400000	5.675421	11.600000	5.675421
17100	171.0000	988.100000	5.875798	11.900000	5.875798
17200	172.0000	988.140000	5.785984	11.860000	5.785984
17300	173.0000	987.020000	6.435681	12.980000	6.435681
17400	174.0000	987.000000	6.544188	13.000000	6.544188
17500	175.0000	987.080000	6.391484	12.920000	6.391484
17600	176.0000	987.580000	6.106986	12.420000	6.106986
17700	177.0000	987.640000	5.967563	12.360000	5.967563
17800	178.0000	986.800000	6.388928	13.200000	6.388928
17900	179.0000	986.700000	6.508041	13.300000	6.508041
18000	180.0000	985.900000	6.883328	14.100000	6.883328
18100	181.0000	986.320000	6.625855	13.680000	6.625855
18200	182.0000	987.440000	6.067959	12.560000	6.067959
18300	183.0000	987.100000	6.224548	12.900000	6.224548
18400	184.0000	987.180000	6.248692	12.820000	6.248692
18500	185.0000	987.660000	6.041100	12.340000	6.041100
18600	186.0000	987.480000	6.056814	12.520000	6.056814
18700	187.0000	987.980000	5.842430	12.020000	5.842430
18800	188.0000	988.920000	5.374744	11.080000	5.374744
18900	189.0000	989.600000	5.061778	10.400000	5.061778
19000	190.0000	988.320000	5.673830	11.680000	5.673830
19100	191.0000	987.820000	5.883651	12.180000	5.883651
19200	192.0000	987.480000	6.046635	12.520000	6.046635
19300	193.0000	987.780000	5.909199	12.220000	5.909199
19400	194.0000	988.100000	5.759531	11.900000	5.759531
19500	195.0000	988.240000	5.679265	11.760000	5.679265
19600	196.0000	988.740000	5.445057	11.260000	5.445057
19700	197.0000	989.600000	5.017011	10.400000	5.017011
19800	198.0000	989.080000	5.258885	10.920000	5.258885
19900	199.0000	987.420000	6.064790	12.580000	6.064790
20000	200.0000	987.240000	6.168018	12.760000	6.168018
20100	201.0000	987.900000	5.816133	12.100000	5.816133
20200	202.0000	987.980000	5.777300	12.020000	5.777300
20300	203.0000	988.380000	5.636445	11.620000	5.636445
20400	204.0000	989.360000	5.282860	10.640000	5.282860
20500	205.0000	989.220000	5.322653	10.780000	5.322653
20600	206.0000	988.800000	5.521811	11.200000	5.521811
20700	207.0000	989.020000	5.412319	10.980000	5.412319
20800	208.0000	988.860000	5.393849	11.140000	5.393849
20900	209.0000	988.700000	5.517046	11.300000	5.517046
21000	210.0000	987.880000	5.936911	12.120000	5.936911
21100	211.0000	987.720000	6.028535	12.280000	6.028535
21200	212.0000	987.800000	5.955636	12.200000	5.955636
21300	213.0000	987.100000	6.246743	12.900000	6.246743
21400	214.0000	987.740000	5.941502	12.260000	5.941502
21500	215.0000	987.880000	5.895940	12.120000	5.895940
21600	216.0000	987.660000	5.977867	12.340000	5.977867
21700	217.0000	986.780000	6.502448	13.220000	6.502448
21800	218.0000	986.960000	6.436270	13.040000	6.436270
21900	219.0000	986.900000	6.403515	13.100000	6.403515
22000	220.0000	987.920000	5.909439	12.080000	5.909439
22100	221.0000	987.520000	6.124654	12.480000	6.124654
22200	222.0000	987.300000	6.118905	12.700000	6.118905
22300	223.0000	987.740000	5.908286	12.260000	5.908286
22400	224.0000	988.320000	5.726321	11.680000	5.726321
22500	225.0000	987.380000	6.110639	12.620000	6.110639
22600	226.0000	987.720000	6.013587	12.280000	6.013587
22700	227.0000	987.880000	5.891393	12.120000	5.891393
22800	228.0000	987.340000	6.129640	12.660000	6.129640
22900	229.0000	987.400000	6.115423	12.600000	6.115423
23000	230.0000	987.080000	6.274637	12.920000	6.274637
23100	231.0000	988.340000	5.697621	11.660000	5.697621
23200	232.0000	988.860000	5.405997	11.140000	5.405997
23300	233.0000	988.080000	5.781823	11.920000	5.781823
23400	234.0000	988.840000	5.431269	11.160000	5.431269
23500	235.0000	988.700000	5.565052	11.300000	5.565052
23600	236.0000	988.060000	5.918203	11.940000	5.918203
23700	237.0000	987.940000	5.920298	12.060000	5.920298
23800	238.0000	988.700000	5.494088	11.300000	5.494088
23900	239.0000	988.460000	5.629153	11.540000	5.629153
24000	240.0000	989.000000	5.369246	11.000000	5.369246
24100	241.0000	988.440000	5.671977	11.560000	5.671977
24200	242.0000	988.240000	5.730310	11.760000	5.730310
24300	243.0000	988.800000	5.524346	11.200000	5.524346
24400	244.0000	988.820000	5.507136	11.180000	5.507136
24500	245.0000	988.240000	5.866485	11.760000	5.866485
24600	246.0000	988.120000	5.992638	11.880000	5.992638
24700	247.0000	988.520000	5.645688	11.480000	5.645688
24800	248.0000	989.080000	5.418918	10.920000	5.418918
24900	249.0000	990.120000	4.819099	9.880000	4.819099
25000	250.0000	989.720000	5.034286	10.280000	5.034286
25100	251.0000	988.940000	5.485793	11.060000	5.485793
25200	252.0000	989.140000	5.457912	10.860000	5.457912
25300	253.0000	989.760000	5.143972	10.240000	5.143972
25400	254.0000	988.380000	5.869575	11.620000	5.869575
25500	255.0000	988.200000	5.881224	11.800000	5.881224
25600	256.0000	987.980000	6.109697	12.020000	6.109697
25700	257.0000	988.000000	6.052041	12.000000	6.052041
25800	258.0000	988.620000	5.765060	11.380000	5.765060
25900	259.0000	988.060000	5.866066	11.940000	5.866066
26000	260.0000	988.980000	5.405663	11.020000	5.405663
26100	261.0000	989.060000	5.414308	10.940000	5.414308
26200	262.0000	990.220000	4.800607	9.780000	4.800607
26300	263.0000	989.820000	5.060568	10.180000	5.060568
26400	264.0000	990.660000	4.548020	9.340000	4.548020
26500	265.0000	989.560000	5.087881	10.440000	5.087881
26600	266.0000	988.660000	5.479461	11.340000	5.479461
26700	267.0000	989.200000	5.295356	10.800000	5.295356
26800	268.0000	989.380000	5.106536	10.620000	5.106536
26900	269.0000	988.380000	5.626572	11.620000	5.626572
27000	270.0000	988.620000	5.460395	11.380000	5.460395
27100	271.0000	988.900000	5.358899	11.100000	5.358899
27200	272.0000	988.160000	5.696902	11.840000	5.696902
27300	273.0000	988.140000	5.747139	11.860000	5.747139
27400	274.0000	987.860000	5.838973	12.140000	5.838973
27500	275.0000	989.140000	5.212217	10.860000	5.212217
27600	276.0000	988.800000	5.429401	11.200000	5.429401
27700	277.0000	989.140000	5.263840	10.860000	5.263840
27800	278.0000	988.360000	5.665457	11.640000	5.665457
27900	279.0000	987.920000	5.809980	12.080000	5.809980
28000	280.0000	988.780000	5.425664	11.220000	5.425664
28100	281.0000	989.100000	5.276154	10.900000	5.276154
28200	282.0000	989.260000	5.182649	10.740000	5.182649
28300	283.0000	990.020000	4.838966	9.980000	4.838966
28400	284.0000	989.900000	4.935038	10.100000	4.935038
28500	285.0000	990.000000	4.885652	10.000000	4.885652
28600	286.0000	989.980000	4.880778	10.020000	4.880778
28700	287.0000	989.120000	5.287846	10.880000	5.287846
28800	288.0000	988.680000	5.470681	11.320000	5.470681
28900	289.0000	988.340000	5.651875	11.660000	5.651875
29000	290.0000	988.360000	5.664469	11.640000	5.664469
29100	291.0000	989.060000	5.346431	10.940000	5.346431
29200	292.0000	989.060000	5.293045	10.940000	5.293045
29300	293.0000	988.480000	5.583278	11.520000	5.583278
29400	294.0000	988.360000	5.637713	11.640000	5.637713
29500	295.0000	988.120000	5.760669	11.880000	5.760669
29600	296.0000	988.360000	5.640550	11.640000	5.640550
29700	297.0000	988.020000	5.792097	11.980000	5.792097
29800	298.0000	988.560000	5.521895	11.440000	5.521895
29900	299.0000	987.920000	5.844782	12.080000	5.844782
30000	300.0000	987.980000	5.835854	12.020000	5.835854
30100	301.0000	988.020000	5.914287	11.980000	5.914287
30200	302.0000	987.980000	5.930901	12.020000	5.930901
30300	303.0000	986.860000	6.571089	13.140000	6.571089
30400	304.0000	987.140000	6.380220	12.860000	6.380220
30500	305.0000	987.420000	6.358685	12.580000	6.358685
30600	306.0000	987.500000	6.186970	12.500000	6.186970
30700	307.0000	987.100000	6.376033	12.900000	6.376033
30800	308.0000	987.840000	6.057350	12.160000	6.057350
30900	309.0000	988.000000	5.971599	12.000000	5.971599
31000	310.0000	987.720000	6.074803	12.280000	6.074803
31100	311.0000	986.640000	6.670818	13.360000	6.670818
31200	312.0000	987.320000	6.195188	12.680000	6.195188
31300	313.0000	988.080000	5.853535	11.920000	5.853535
31400	314.0000	988.280000	5.726503	11.720000	5.726503
31500	315.0000	988.540000	5.643135	11.460000	5.643135
31600	316.0000	988.160000	5.785939	11.840000	5.785939
31700	317.0000	987.600000	6.058052	12.400000	6.058052
31800	318.0000	987.180000	6.231128	12.820000	6.231128
31900	319.0000	987.140000	6.245383	12.860000	6.245383
32000	320.0000	987.080000	6.233961	12.920000	6.233961
32100	321.0000	987.500000	6.013269	12.500000	6.013269
32200	322.0000	987.840000	5.851725	12.160000	5.851725
32300	323.0000	987.640000	5.949236	12.360000	5.949236
32400	324.0000	988.240000	5.672076	11.760000	5.672076
32500	325.0000	988.580000	5.544878	11.420000	5.544878
32600	326.0000	988.640000	5.478595	11.360000	5.478595
32700	327.0000	987.100000	6.214837	12.900000	6.214837
32800	328.0000	987.240000	6.185891	12.760000	6.185891
32900	329.0000	987.900000	5.880221	12.100000	5.880221
33000	330.0000	987.720000	5.967649	12.280000	5.967649
33100	331.0000	987.440000	6.127914	12.560000	6.127914
33200	332.0000	988.020000	5.831946	11.980000	5.831946
33300	333.0000	988.460000	5.692396	11.540000	5.692396
33400	334.0000	988.380000	5.702273	11.620000	5.702273
33500	335.0000	988.540000	5.586857	11.460000	5.586857
33600	336.0000	988.840000	5.507839	11.160000	5.507839
33700	337.0000	988.300000	5.680370	11.700000	5.680370
33800	338.0000	987.280000	6.218041	12.720000	6.218041
33900	339.0000	987.180000	6.219112	12.820000	6.219112
34000	340.0000	987.220000	6.244184	12.780000	6.244184
34100	341.0000	987.480000	6.147275	12.520000	6.147275
34200	342.0000	986.280000	6.753786	13.720000	6.753786
34300	343.0000	986.020000	6.781179	13.980000	6.781179
34400	344.0000	986.700000	6.430070	13.300000	6.430070
34500	345.0000	987.220000	6.158395	12.780000	6.158395
34600	346.0000	987.400000	6.065509	12.600000	6.065509
34700	347.0000	986.680000	6.393649	13.320000	6.393649
34800	348.0000	986.740000	6.374437	13.260000	6.374437
34900	349.0000	986.480000	6.577491	13.520000	6.577491
35000	350.0000	986.460000	6.562817	13.540000	6.562817
35100	351.0000	986.680000	6.429522	13.320000	6.429522
35200	352.0000	986.500000	6.561905	13.500000	6.561905
35300	353.0000	986.620000	6.484066	13.380000	6.484066
35400	354.0000	986.920000	6.366779	13.080000	6.366779
35500	355.0000	986.560000	6.563972	13.440000	6.563972
35600	356.0000	985.440000	7.009945	14.560000	7.009945
35700	357.0000	986.360000	6.626357	13.640000	6.626357
35800	358.0000	986.500000	6.626688	13.500000	6.626688
35900	359.0000	986.780000	6.440639	13.220000	6.440639
36000	360.0000	986.320000	6.618667	13.680000	6.618667
36100	361.0000	987.400000	6.101147	12.600000	6.101147
36200	362.0000	987.140000	6.246151	12.860000	6.246151
36300	363.0000	986.340000	6.633286	13.660000	6.633286
36400	364.0000	986.460000	6.585451	13.540000	6.585451
36500	365.0000	986.280000	6.640966	13.720000	6.640966
36600	366.0000	986.480000	6.539678	13.520000	6.539678
36700	367.0000	986.720000	6.422525	13.280000	6.422525
36800	368.0000	987.620000	6.043833	12.380000	6.043833
36900	369.0000	987.060000	6.358579	12.940000	6.358579
37000	370.0000	987.420000	6.085398	12.580000	6.085398
37100	371.0000	987.940000	5.832146	12.060000	5.832146
37200	372.0000	986.920000	6.304274	13.080000	6.304274
37300	373.0000	987.300000	6.115178	12.700000	6.115178
37400	374.0000	987.400000	6.059571	12.600000	6.059571
37500	375.0000	987.300000	6.115767	12.700000	6.115767
37600	376.0000	986.600000	6.491964	13.400000	6.491964
37700	377.0000	986.640000	6.489176	13.360000	6.489176
37800	378.0000	987.600000	6.046156	12.400000	6.046156
37900	379.0000	987.540000	6.096964	12.460000	6.096964
38000	380.0000	987.440000	6.068157	12.560000	6.068157
38100	381.0000	987.920000	5.821535	12.080000	5.821535
38200	382.0000	986.780000	6.348435	13.220000	6.348435
38300	383.0000	986.160000	6.666955	13.840000	6.666955
38400	384.0000	986.280000	6.600851	13.720000	6.600851
38500	385.0000	987.160000	6.167097	12.840000	6.167097
38600	386.0000	986.800000	6.388677	13.200000	6.388677
38700	387.0000	987.180000	6.190166	12.820000	6.190166
38800	388.0000	986.900000	6.363222	13.100000	6.363222
38900	389.0000	986.740000	6.432468	13.260000	6.432468
39000	390.0000	986.680000	6.423609	13.320000	6.423609
39100	391.0000	986.940000	6.324139	13.060000	6.324139
39200	392.0000	985.760000	6.935795	14.240000	6.935795
39300	393.0000	986.200000	6.694774	13.800000	6.694774
39400	394.0000	986.460000	6.631815	13.540000	6.631815
39500	395.0000	986.800000	6.424204	13.200000	6.424204
39600	396.0000	986.800000	6.435091	13.200000	6.435091
39700	397.0000	987.100000	6.288163	12.900000	6.288163
39800	398.0000	987.120000	6.278958	12.880000	6.278958
39900	399.0000	987.940000	5.852275	12.060000	5.852275
40000	400.0000	987.820000	5.910174	12.180000	5.910174
40100	401.0000	987.880000	5.896822	12.120000	5.896822
40200	402.0000	988.260000	5.730606	11.740000	5.730606
40300	403.0000	988.840000	5.417849	11.160000	5.417849
40400	404.0000	988.920000	5.389311	11.080000	5.389311
40500	405.0000	988.340000	5.746902	11.660000	5.746902
40600	406.0000	988.180000	5.750248	11.820000	5.750248
40700	407.0000	987.860000	5.945621	12.140000	5.945621
40800	408.0000	987.900000	5.872393	12.100000	5.872393
40900	409.0000	987.600000	6.036754	12.400000	6.036754
41000	410.0000	987.300000	6.146039	12.700000	6.146039
41100	411.0000	987.700000	5.928322	12.300000	5.928322
41200	412.0000	987.900000	5.867964	12.100000	5.867964
41300	413.0000	988.300000	5.758628	11.700000	5.758628
41400	414.0000	987.500000	6.142915	12.500000	6.142915
41500	415.0000	986.360000	6.649016	13.640000	6.649016
41600	416.0000	986.960000	6.406182	13.040000	6.406182
41700	417.0000	988.080000	5.880737	11.920000	5.880737
41800	418.0000	987.460000	6.084486	12.540000	6.084486
41900	419.0000	987.020000	6.319398	12.980000	6.319398
42000	420.0000	988.020000	5.811608	11.980000	5.811608
42100	421.0000	988.560000	5.589645	11.440000	5.589645
42200	422.0000	988.840000	5.501517	11.160000	5.501517
42300	423.0000	988.640000	5.543339	11.360000	5.543339
42400	424.0000	988.780000	5.491469	11.220000	5.491469
42500	425.0000	989.320000	5.189099	10.680000	5.189099
42600	426.0000	989.020000	5.320638	10.980000	5.320638
42700	427.0000	988.740000	5.432996	11.260000	5.432996
42800	428.0000	987.840000	5.878324	12.160000	5.878324
42900	429.0000	988.080000	5.833753	11.920000	5.833753
43000	430.0000	988.120000	5.813546	11.880000	5.813546
43100	431.0000	987.480000	6.225511	12.520000	6.225511
43200	432.0000	987.500000	6.153779	12.500000	6.153779
43300	433.0000	988.420000	5.738159	11.580000	5.738159
43400	434.0000	989.300000	5.269402	10.700000	5.269402
43500	435.0000	988.600000	5.599500	11.400000	5.599500
43600	436.0000	988.600000	5.585768	11.400000	5.585768
43700	437.0000	988.060000	5.821506	11.940000	5.821506
43800	438.0000	987.340000	6.220393	12.660000	6.220393
43900	439.0000	988.060000	5.918338	11.940000	5.918338
44000	440.0000	988.860000	5.450138	11.140000	5.450138
44100	441.0000	988.300000	5.707066	11.700000	5.707066
44200	442.0000	988.240000	5.749682	11.760000	5.749682
44300	443.0000	988.560000	5.632276	11.440000	5.632276
44400	444.0000	989.200000	5.263611	10.800000	5.263611
44500	445.0000	990.220000	4.733395	9.780000	4.733395
44600	446.0000	989.480000	5.118769	10.520000	5.118769
44700	447.0000	989.340000	5.147940	10.660000	5.147940
44800	448.0000	990.200000	4.743501	9.800000	4.743501
44900	449.0000	990.020000	4.826799	9.980000	4.826799
45000	450.0000	989.540000	5.025870	10.460000	5.025870
45100	451.0000	989.680000	5.039400	10.320000	5.039400
45200	452.0000	988.580000	5.494440	11.420000	5.494440
45300	453.0000	988.940000	5.314840	11.060000	5.314840
45400	454.0000	989.080000	5.259950	10.920000	5.259950
45500	455.0000	988.760000	5.416609	11.240000	5.416609
45600	456.0000	989.700000	5.015356	10.300000	5.015356
45700	457.0000	989.220000	5.310464	10.780000	5.310464
45800	458.0000	989.540000	5.092521	10.460000	5.092521
45900	459.0000	990.300000	4.721038	9.700000	4.721038
46000	460.0000	989.720000	5.024503	10.280000	5.024503
46100	461.0000	989.160000	5.291530	10.840000	5.291530
46200	462.0000	988.980000	5.311986	11.020000	5.311986
46300	463.0000	989.400000	5.116092	10.600000	5.116092
46400	464.0000	988.580000	5.504041	11.420000	5.504041
46500	465.0000	987.600000	5.989257	12.400000	5.989257
46600	466.0000	987.660000	6.002374	12.340000	6.002374
46700	467.0000	988.060000	5.805129	11.940000	5.805129
46800	468.0000	988.760000	5.526052	11.240000	5.526052
46900	469.0000	988.000000	5.874555	12.000000	5.874555
47000	470.0000	987.440000	6.115499	12.560000	6.115499
47100	471.0000	988.380000	5.674638	11.620000	5.674638
47200	472.0000	988.260000	5.711939	11.740000	5.711939
47300	473.0000	988.260000	5.807913	11.740000	5.807913
47400	474.0000	987.800000	5.967445	12.200000	5.967445
47500	475.0000	987.980000	5.976989	12.020000	5.976989
47600	476.0000	988.460000	5.668171	11.540000	5.668171
47700	477.0000	988.620000	5.522021	11.380000	5.522021
47800	478.0000	988.200000	5.722447	11.800000	5.722447
47900	479.0000	988.220000	5.778047	11.780000	5.778047
48000	480.0000	988.040000	5.826077	11.960000	5.826077
48100	481.0000	987.780000	5.988408	12.220000	5.988408
48200	482.0000	987.740000	5.935170	12.260000	5.935170
48300	483.0000	987.180000	6.201786	12.820000	6.201786
48400	484.0000	986.640000	6.458592	13.360000	6.458592
48500	485.0000	986.580000	6.499298	13.420000	6.499298
48600	486.0000	987.300000	6.096310	12.700000	6.096310
48700	487.0000	986.960000	6.273497	13.040000	6.273497
48800	488.0000	987.060000	6.265423	12.940000	6.265423
48900	489.0000	987.180000	6.253939	12.820000	6.253939
49000	490.0000	987.140000	6.322848	12.860000	6.322848
49100	491.0000	987.900000	5.858413	12.100000	5.858413
49200	492.0000	986.580000	6.465050	13.420000	6.465050
49300	493.0000	986.460000	6.524429	13.540000	6.524429
49400	494.0000	986.620000	6.473138	13.380000	6.473138
49500	495.0000	986.980000	6.295680	13.020000	6.295680
49600	496.0000	986.560000	6.492652	13.440000	6.492652
49700	497.0000	986.680000	6.428278	13.320000	6.428278
